
WAVES/D	CurvatureSequence	CurveMag	CurvePhase	EndEffects	HalfCurveMag	HalfCurvePhase	Sequence_angle_energy	Sequence_angle_exp	Sequence_angle_exp_smth	Sequence_phase
	0	0.8682685696524016	5.477870756771011	0	0	0	inf	0	0.7127096191889605	4604.046000000004
	0	1.000890722550866	5.157808650099902	0	0	0	inf	0	0.7167402445732132	4638.432000000004
	0	1.151361482294952	5.382817604627085	0	0	0	inf	0	0.7207791519151735	4674.038000000004
	0	1.447351931265539	5.931903812827109	0	0	0	inf	0	0.7248263030114855	4710.024000000004
	0	1.103310076082798	4.703730311178838	0	0	0	inf	0	0.7288816594256468	4745.630000000004
	0	1.01915195423584	4.734300015465294	0	0	0	inf	0	0.7329451824884463	4780.016000000004
	0	0.7847019742391519	4.805464677276014	0	0	0	inf	0	0.7370168332984094	4809.804000000004
	0	0.5955808980907992	4.524555990862773	0	0	0	inf	0	0.7410965727222457	4846.689000000004
	0	0.5533173753158933	1.655322714983242	0	0	0	inf	0	0.7451843613953048	4878.176000000004
	0	0.5459494229528281	3.305328530635208	0	0	0	inf	0	0.7492801597220379	4913.782000000004
	0	1.304458308292348	5.004013305058656	0	0	0	inf	0	0.7533839278764627	4948.268000000004
	0	1.244238889577515	0.5982079925062536	0	0	0	inf	0	0.7574956258026376	4982.654000000004
	0	0.6375451629321913	3.454515685496332	0	0	0	inf	0	0.7616152132151373	5017.140000000004
	0	0.3486048742734583	2.788311721327005	0	0	0	inf	0	0.7657426495995386	5054.025000000004
	0	0.9928458129140588	1.629977823903133	0	0	0	inf	0	0.7698778942129086	5089.631000000004
	0	1.232635249323526	3.283454722821645	0	0	0	inf	0	0.7740209060842997	5117.320000000004
	0	0.1565547286409727	5.219564576512361	0	0	0	inf	0	0.777290532460139	5154.205000000004
	0	0.7627804674104648	3.494985343981547	0	0	0	inf	0	0.7805587262236559	5189.811000000004
	0	1.507579372303373	0.47207998537219	0	0	0	inf	0	0.783825417798698	5217.500000000005
	0	1.398450415913879	2.016690935968114	0	0	0	inf	0	0.7870905375079211	5257.484000000005
	0	0.5977144807011505	5.980861952632075	0	0	0	inf	0	0.7903540155743325	5291.970000000005
	0	1.068717909128127	1.103721966883015	0	0	0	inf	0	0.7936157821228403	5319.659000000005
	0	1.071359421178623	0.4863958661626668	0	0	0	inf	0	0.7968757671818046	5353.315000000005
	0	1.022005226406641	3.716334095396327	0	0	0	inf	0	0.8001339006845946	5390.200000000005
	0	1.45598461943306	3.43056743964398	0	0	0	inf	0	0.8033901124711477	5417.889000000006
	0	1.221543144555908	3.867488689380167	0	0	0	inf	0	0.8066443322895357	5454.774000000006
	0	1.253087074514726	3.752064393290574	0	0	0	inf	0	0.8098964897975309	5489.160000000006
	0	1.196472847521544	0.09634755705330633	0	0	0	inf	0	0.81314651456418	5516.849000000007
	0	0.6247375807541599	3.531895564685833	0	0	0	inf	0	0.8163943360713785	5551.335000000006
	0	0.6857986061994097	2.466293083591076	0	0	0	inf	0	0.8196398837154516	5588.220000000007
	0	0.4866551654486219	5.621945876657762	0	0	0	inf	0	0.8228830868087375	5619.707000000007
	0	0.8495907439614265	4.18210196001035	0	0	0	inf	0	0.826123874581175	5655.313000000006
	0	0.7525467705150838	5.721548857399775	0	0	0	inf	0	0.8293621761818939	5691.299000000006
	0	0.4286113970199055	3.087590400041492	0	0	0	inf	0	0.832597920680811	5718.988000000007
	0	1.115336672436088	4.511960183898559	0	0	0	inf	0	0.8358310370702268	5752.644000000007
	0	1.344137254335965	1.512323828178673	0	0	0	inf	0	0.8390614542664299	5786.300000000007
	0	1.107446606790865	5.083075871984029	0	0	0	inf	0	0.8422891011113004	5819.956000000006
	0	1.392945210393928	5.374730330398194	0	0	0	inf	0	0.8455139063739205	5859.940000000007
	0	1.428530945030974	0.2223200003852881	0	0	0	inf	0	0.8487357987521871	5887.629000000007
	0	1.527177185124565	4.028232554836379	0	0	0	inf	0	0.8519547068744276	5922.115000000007
	0	1.372007255660572	4.526788607361645	0	0	0	inf	0	0.8551705593010198	5956.501000000007
	0	1.474949666187975	4.352137192628483	0	0	0	inf	0	0.8583832845260149	5993.386000000008
	0	1.328617123946258	4.338283251559957	0	0	0	inf	0	0.8615928109787641	6021.075000000008
	0	1.236906315372092	3.48492172247407	0	0	0	inf	0	0.8647990670255478	6057.960000000008
	0	1.062958189184062	3.138846334142762	0	0	0	inf	0	0.8680019809712096	6091.616000000008
	0	0.5464574997738924	1.951765813584096	0	0	0	inf	0	0.8712014810607918	6126.102000000008
	0	0.341941337523628	4.001294203590106	0	0	0	inf	0	0.8743974954811753	6160.488000000008
	0	0.2339269717176135	5.977801119490266	0	0	0	inf	0	0.8775899523627223	6188.177000000009
	0	0.5152490204779541	2.410039923361452	0	0	0	inf	0	0.8807787797809222	6223.783000000009
	0	0.5166541861766372	2.538117239768013	0	0	0	inf	0	0.8839639057580404	6260.668000000009
	0	1.352445946919449	1.091575146306255	0	0	0	inf	0	0.8871452582647706	6295.154000000009
	0	1.232757437761467	3.836392812335291	0	0	0	inf	0	0.8903227652218898	6326.641000000009
	0	0.1241869228951061	1.606101836844829	0	0	0	inf	0	0.8934963545019157	6362.247000000008
	0	0.8209399728311808	1.56563594665262	0	0	0	inf	0	0.8966659539307689	6397.853000000008
	0	0.3996986004739628	3.345011662961291	0	0	0	inf	0	0.8998314912894364	6432.339000000008
	0	0.3767696154170629	5.652826525215374	0	0	0	inf	0	0.9029928943156378	6466.725000000009
	0	0.3076795022079795	5.70592125030204	0	0	0	inf	0	0.9061500907054963	6502.331000000008
	0	0.3522726200633041	5.274800907791018	0	0	0	inf	0	0.9093030081152096	6537.937000000008
	0	1.210281061410853	5.26011311600292	0	0	0	inf	0	0.912451574162726	6573.543000000008
	0	1.399035830632877	5.528364494633585	0	0	0	inf	0	0.9155957164294226	6609.149000000008
	0	1.522963427580363	5.682115094093184	0	0	0	inf	0	0.9187353624617854	6644.755000000007
	0	1.331737366559679	4.783125078855491	0	0	0	inf	0	0.9218704397730932	6680.361000000007
	0	1.518666854913475	5.299428696891454	0	0	0	inf	0	0.9250008758451026	6717.246000000007
	0	1.407764433624747	2.343842358330768	0	0	0	inf	0	0.9281265981297372	6747.034000000007
	0	1.316541658149754	4.828142767692917	0	0	0	inf	0	0.9312475340507786	6781.420000000007
	0	1.086196252984906	2.24159384758179	0	0	0	inf	0	0.9343636110055601	6817.406000000007
	0	1.46821022181885	2.83726158421446	0	0	0	inf	0	0.9374747563666618	6851.792000000008
	0	1.163106218024025	5.004954991027134	0	0	0	inf	0	0.9405808974836091	6879.481000000008
	0	1.042199152062477	5.569257518194007	0	0	0	inf	0	0.9436819616845746	6915.087000000008
	0	1.337702823623168	3.694443985920387	0	0	0	inf	0	0.9467778762780801	6950.693000000007
	0	0.2641976798935906	5.520140699547675	0	0	0	inf	0	0.9498685685547021	6986.299000000007
	0	0.2431093385964406	0.1173548429299416	0	0	0	inf	0	0.9529539657887799	7022.285000000007
	0	1.161588007839904	5.107949158232692	0	0	0	inf	0	0.9560339952401249	7049.974000000007
	0	0.6036629772233641	4.227772973321919	0	0	0	inf	0	0.9591085841557329	7089.958000000008
	0	0.7929855974497408	2.271478689243366	0	0	0	inf	0	0.9621776597714978	7117.647000000008
	0	0.2897923899432572	2.196675614294534	0	0	0	inf	0	0.9652411493139288	7152.133000000008
	0	1.132559836118859	4.305642038006397	0	0	0	inf	0	0.9682989800018679	7192.117000000008
	0	1.489013323129114	1.844731301416275	0	0	0	inf	0	0.9713510790482102	7226.603000000008
	0	1.454877031691645	4.436126114893753	0	0	0	inf	0	0.9743973736616264	7254.292000000009
	0	1.36954368657407	3.985161019293706	0	0	0	inf	0	0.9774377910482867	7287.948000000009
	0	1.396698339598158	3.039271794600104	0	0	0	inf	0	0.9804722584135874	7321.604000000008
	0	1.481611332747891	2.979707985119674	0	0	0	inf	0	0.9835007029638789	7355.260000000008
	0	1.391099771169442	2.116305466901792	0	0	0	inf	0	0.9865230519081943	7389.646000000009
	0	0.7326375484816839	4.373477997303844	0	0	0	inf	0	0.9895392324599821	7425.632000000009
	0	1.141817227938156	5.212427009497972	0	0	0	inf	0	0.9925491718388393	7457.119000000009
	0	1.452476227424017	0.3521689038744285	0	0	0	inf	0	0.9955527972722453	7492.725000000009
	0	1.230373930092719	1.893387600149637	0	0	0	inf	0	0.9985500359972993	7528.331000000008
	0	0.5355933607326501	0.3392329013084066	0	0	0	inf	0	1.001540815262459	7562.817000000008
	0	0.27451064332723	0.9636817479526272	0	0	0	inf	0	1.004525062329279	7599.702000000008
	0	0.4365664696190396	5.888705635165067	0	0	0	inf	0	1.007502704474154	7635.308000000008
	0	0.1710256943583043	3.696053294626545	0	0	0	inf	0	1.010473668990057	7662.997000000008
	0	0.6847863874203023	0.6782687020923177	0	0	0	inf	0	1.01343788318829	7696.653000000008
	0	1.399960915544341	1.618698707982183	0	0	0	inf	0	1.016395274400223	7736.637000000009
	0	1.254572070736526	3.341589571533682	0	0	0	inf	0	1.019345769979048	7764.326000000009
	0	1.068712735209552	5.396401721331074	0	0	0	inf	0	1.02228929730152	7798.812000000009
	0	0.7727979361501662	5.638492676392431	0	0	0	inf	0	1.02522578376971	7835.697000000009
	0	0.3138590447020967	5.201249252065878	0	0	0	inf	0	1.028155156812756	7871.303000000009
	0	0.5084731023986581	2.80280744744779	0	0	0	inf	0	1.031077343888614	7905.689000000009
	0	0.870730087906685	2.900299034699536	0	0	0	inf	0	1.033992272485811	7939.345000000009
	0	0.7457634668435219	2.223099942633127	0	0	0	inf	0	1.036899870125199	7969.133000000009
	0	0.3157306229934732	2.476126122253518	0	0	0	inf	0	1.039800064361711	8009.117000000009
	0	0.5173243620375754	4.640032337464206	0	0	0	inf	0	1.042692782786115	8036.80600000001
	0	1.538331782978236	0.42199122392379	0	0	0	inf	0	1.045577953026776	8072.412000000009
	0	1.467748337882366	3.557176813218817	0	0	0	inf	0	1.048455502751406	8109.29700000001
	0	0.3316623642637747	0.24534682930598	0	0	0	inf	0	1.05132535966883	8136.98600000001
	0	0.2212169950579495	4.595007392965755	0	0	0	inf	0	1.054187451530745	8172.59200000001
	0	0.2648198571102405	0.153870809722882	0	0	0	inf	0	1.057041706133476	8209.47700000001
	0	0.8437624944389908	5.913456861843336	0	0	0	inf	0	1.059888051319741	8243.963000000011
	0	0.6422450708132257	0.1356189451854846	0	0	0	inf	0	1.062726414980413	8271.652000000011
	0	0.8139709700205587	1.398195878377479	0	0	0	inf	0	1.065556725056282	8308.537000000011
	0	1.286462821520699	4.693591982180941	0	0	0	inf	0	1.068378909539817	8340.02400000001
	0	1.326417328809851	0.001246050793731968	0	0	0	inf	0	1.071192896476931	8375.63000000001
	0	1.320930099269038	5.68302909421449	0	0	0	inf	0	1.073998613968748	8412.51500000001
	0	1.542755532173434	4.495103517660482	0	0	0	inf	0	1.076795990173363	8446.171000000011
	0	1.299670546544593	1.288629630581823	0	0	0	inf	0	1.07958495330761	8473.860000000011
	0	1.104373012365696	3.494780062499345	0	0	0	inf	0	1.08236543164883	8508.346000000012
	0	1.015807504363272	1.874953552165721	0	0	0	inf	0	1.085137353536632	8548.330000000013
	0	0.9238756955438586	0.172701347225015	0	0	0	inf	0	1.087900647374663	8582.816000000013
	0	0.7702103648905011	1.744898040521903	0	0	0	inf	0	1.090655241632375	8610.505000000014
	0	0.6656660119161751	1.491158634300291	0	0	0	inf	0	1.093401064846791	8647.390000000014
	0	1.053287941802696	4.993030778609551	0	0	0	inf	0	1.096138045624271	8675.079000000014
	0	1.44942232906683	3.397867424538177	0	0	0	inf	0	1.09886611264228	8711.964000000014
	0	0.8965571301218244	0.6943153476865049	0	0	0	inf	0	1.101585194651158	8743.451000000014
	0	0.6419301342752144	3.557380028390078	0	0	0	inf	0	1.104295220475884	8779.057000000013
	0	0.9219412097213219	0.7285021821056645	0	0	0	inf	0	1.106996119017845	8813.543000000014
	0	1.544593034036193	0.9067779088754833	0	0	0	inf	0	1.109687819256482	8850.428000000014
	0	1.210390303218559	0.3825708192883752	0	0	0	inf	0	1.112370250250942	8886.034000000014
	0	1.313246249147263	0.570141056122992	0	0	0	inf	0	1.115043341141722	8921.640000000014
	0	1.334133794903497	3.122031100273148	0	0	0	inf	0	1.117707021152325	8953.127000000013
	0	1.476179619457059	6.185565406462942	0	0	0	inf	0	1.120361219590907	8988.733000000013
	0	1.521561557001398	2.294138229280492	0	0	0	inf	0	1.123005865851934	9025.618000000013
	0	1.369753329665149	1.184701547530224	0	0	0	inf	0	1.125640889417833	9059.274000000014
	0	1.020309603971696	4.713984504359665	0	0	0	inf	0	1.128266219860645	9093.760000000015
	0	1.360034232877996	2.224471084054102	0	0	0	inf	0	1.130881786843686	9125.247000000014
	0	0.9880042210018315	0.838855331435596	0	0	0	inf	0	1.133487520123197	9162.132000000014
	0	0.8779205369931044	3.899913843058094	0	0	0	inf	0	1.136083349550006	9196.618000000015
	0	0.8780934781669115	2.169314230709752	0	0	0	inf	0	1.138669205071183	9231.004000000015
	0	0.7844127918546341	1.937683331831934	0	0	0	inf	0	1.141245016731698	9260.792000000016
	0	0.5075119979976304	2.022635934952007	0	0	0	inf	0	1.143810714676084	9300.776000000016
	0	0.3920076753876612	1.699385893968561	0	0	0	inf	0	1.146366229150094	9334.432000000017
	0	0.8251922306859888	3.583390917545856	0	0	0	inf	0	1.148911490502359	9368.088000000018
	0	1.036340252769659	3.928652335180423	0	0	0	inf	0	1.151446429186055	9397.876000000018
	0	1.213619424644343	3.819295199968629	0	0	0	inf	0	1.153970975760559	9432.262000000019
	0	1.117084275554653	3.647720374781969	0	0	0	inf	0	1.156485060893116	9467.868000000019
	0	1.385120670908821	5.680198002690815	0	0	0	inf	0	1.158988615360495	9504.753000000019
	0	1.190297401413585	3.977532456168952	0	0	0	inf	0	1.161481570050657	9538.40900000002
	0	0.5982296151261856	2.987366992694504	0	0	0	inf	0	1.163963855964414	9566.09800000002
	0	1.106616717656259	3.800375238339427	0	0	0	inf	0	1.166435404217096	9602.98300000002
	0	1.424248138163015	1.865521637384354	0	0	0	inf	0	1.168896146040212	9636.639000000021
	0	1.242007545152558	4.128810484186197	0	0	0	inf	0	1.171346012783113	9671.125000000022
	0	1.172111291511228	4.550960416417922	0	0	0	inf	0	1.17378493591466	9706.731000000022
	0	1.003532225887358	2.146129304401413	0	0	0	inf	0	1.176212847024881	9741.117000000022
	0	1.001672429686721	3.991129066170359	0	0	0	inf	0	1.178629677826641	9770.905000000022
	0	0.8632145780931759	4.108011444957299	0	0	0	inf	0	1.181035360157301	9807.790000000023
	0	0.5895949171040012	4.06721138549419	0	0	0	inf	0	1.183429825980388	9843.396000000022
	0	0.29834350133924	0.2494829163426004	0	0	0	inf	0	1.185813007387252	9877.782000000023
	0	0.5219069162105142	6.139201086422929	0	0	0	inf	0	1.188184836598734	9907.570000000023
	0	1.277924446969464	5.635812512149116	0	0	0	inf	0	1.190545245966827	9947.554000000024
	0	1.421263313503445	0.7508164243600319	0	0	0	inf	0	1.192894167976342	9975.243000000024
	0	1.35320633222101	2.008942757601666	0	0	0	inf	0	1.195231535246567	10010.84900000002
	0	1.225328667529376	1.082499559551955	0	0	0	inf	0	1.197557280532934	10047.73400000002
	0	1.066093074750324	5.160513522453954	0	0	0	inf	0	1.199871336728676	10082.22000000002
	0	0.812768378783658	2.806481800023029	0	0	0	inf	0	1.202173636866495	10113.70700000002
	0	0.8895127295406806	5.430405005416716	0	0	0	inf	0	1.204464114120218	10149.31300000002
	0	1.064455332079256	0.6672130125405218	0	0	0	inf	0	1.20674270180646	10185.29900000002
	0	0.7322990011402688	1.151270865899384	0	0	0	inf	0	1.209009333386287	10220.90500000002
	0	0.8416316864498919	1.025235585824475	0	0	0	inf	0	1.211263942466869	10256.51100000002
	0	1.515898373026434	3.047995800715746	0	0	0	inf	0	1.213509482179778	10287.99800000002
	0	1.41860634929063	5.06831648394747	0	0	0	inf	0	1.215745917636735	10322.48400000002
	0	1.064395794409688	4.49513533901527	0	0	0	inf	0	1.21797321416041	10362.46800000002
	0	0.8393122924318216	5.353872828559368	0	0	0	inf	0	1.22019133728529	10392.25600000002
	0	1.041678944468513	3.297801516570047	0	0	0	inf	0	1.22240025275853	10432.24000000003
	0	0.9924753627741119	3.619876331531238	0	0	0	inf	0	1.224599926540817	10462.02800000003
	0	1.067766754941984	6.270236002828241	0	0	0	inf	0	1.226790324807209	10498.91300000003
	0	1.352185142661164	1.9958557754262	0	0	0	inf	0	1.228971413947985	10526.60200000003
